1238;0,0204;0;0;1;0,027;0,00808;0,00808;0,01696;33,459;0,521;2320;0,1449;0,0153;-0,67568;0,33522;0,00485;0,04762;0,00485;0,00242;0,00242;8,10E-04;0;142
216;0,0439;0;0;1;0,3;0,00463;0;0,03704;21. Juni;0,7037;1220000;0,1364;0,0509;-0,8;0,1713;0;0;0,00463;0,00463;0;0,00463;0;145
199;0,0522;0;0;0;0,1429;0,00503;0,01005;0,03015;28,429;0,7739;0;0,2326;0;-1;0,17085;0;0;0;0;0;0,00503;1;147
134;0,0438;0;0;0;0,1111;0,04478;0;0,01493;14,889;0,6493;0;0,875;0,0075;-0,88889;0,1194;0;0;0;0;0;0,00746;1;148
91;0,0336;0;0;0;0,1667;0;0;0,02198;15,167;0,7582;0;0,8696;0;-0,33333;0,57143;0;0;0;0;0;0,01099;1;149
327;0,0324;0;0;1;01. Apr;0,00306;0,00612;0,02446;32,7;0,63;14;0,1207;0,0061;-0,7;0,06116;0;0;0,00917;0,00612;0,00306;0;0;152
1309;0,032;0,0488;0;1;0,0244;7,60E-04;0;0,02139;31,927;0,4897;10700;0,1667;0,0107;-0,97561;0,20244;0,00306;0,03774;0,00535;0,00458;7,60E-04;7,60E-04;0;153
674;0,04;0;0;1;0,027;0,01335;0;0,03264;18,216;0,5861;4200;0,1268;0,0341;-0,7027;0,18991;0,00445;0,08571;0,02522;0,00148;0,02374;0,00148;0;154
890;0,039;0;0;1;0,0244;0,01011;0,00225;0,03483;21,707;0,5629;19000;0,0526;0,018;-0,60976;0,40562;0,00225;0,02817;0,01236;0,01124;0,00112;0;0;155
786;0,0441;0;0,0556;1;0,2778;0,01908;0,00254;0,0229;21,833;0,556;15500;0,0423;0,0165;-0,52778;0,20483;0;0;0,01272;0,00382;0,00891;0,00127;0;159
465;0,0316;0;0;2;0,2333;0,02796;0;0,03871;15. Mai;0,5914;6900;0,0476;0,0387;-0,53333;0,21075;0,00215;0,0625;0;0;0;0,07527;0;161
125;0,3001;0;0,3333;0;0,1667;0,024;0,064;0,008;20,833;0,792;0;0,1477;0;-1;0,088;0;0;0;0;0;0,016;1;166
198;0,0229;0;0;1;0,0833;0,09596;0;0,05051;16. Mai;0,6667;315000;0,0145;0,0051;-0,33333;0,22222;0;0;0;0;0;0,00505;1;167
721;0,0224;0;0;0;0,0244;0,03883;0,00277;0,0319;17,585;0,4882;0;0,1573;0,0042;-0,60976;0,24272;0;0;0;0;0;0,00277;1;169
300;0,0392;0;0;0;0,1;0,01;0;0,03667;30;0,6133;0;0,8592;0,0467;-1,1;0,16;0,00333;0,03226;0;0;0;0,00333;1;170
215;0,3536;0,1429;0;0;0,1429;0,04651;0;0,10698;30,714;0,7163;0;0,209;0,0047;-0,57143;0,09767;0;0;0;0;0;0,0186;1;171
183;0,0308;0,125;0;1;0,125;0,02732;0;0,03279;22,875;0,6175;179000;0,825;0,0492;-0,875;0,22951;0;0;0;0;0;0,00546;1;172
151;0,0218;0;0;1;0,0833;0,04636;0,06623;0,04636;12,583;0,7086;311000;0,0417;0;-0,66667;0,28477;0;0;0;0;0;0;1;173
513;0,027;0;0,037;0;0,037;0,04483;0,0039;0,03509;19;0,6062;0;0,1642;0,0039;-0,74074;0,22027;0,00195;0,02083;0;0;0;0,0039;1;177
420;0,0345;0;0,069;0;0,0345;0,03333;0,02381;0,05714;14,483;0,5929;0;0,8;0,0167;-0,44828;0,1881;0;0;0;0;0;0,00714;1;182
567;0,0255;0,1333;0;1;0,0333;0,03351;0;0,04762;18. Sep;0,4921;19600;0,1556;0,0035;-0,53333;0,18519;0,00176;0,02273;0,00176;0;0,00176;0,00176;1;183
276;0,0492;0;0;1;0,0909;0,01087;0;0,02899;25,091;0,5616;19600;0,2083;0,0326;-0,90909;0,14855;0;0;0;0;0;0,00362;1;187
344;0,0197;0;0;1;0,0667;0;0;0,00581;22,933;0,6395;19600;0,1642;0,0145;-0,8;0,22384;0;0;0,00581;0;0,00581;0,00291;1;190
337;0,0416;0,0714;0;1;0,0714;0,02967;0;0,02077;24,071;0,6291;19600;0,2308;0,0504;-0,85714;0,18101;0,00593;0,06897;0,01187;0,00297;0,0089;0,00297;1;191
461;0,02;0;0;1;0,0588;0,01302;0;0,01518;27,118;0,5748;19600;0,1429;0,0087;-0,82353;0,19523;0;0;0;0;0;0,00217;1;192
528;0,0268;0;0;1;0,0455;0,00568;0;0,00379;24;0,5909;19600;0,1186;0,0114;-0,90909;0,19129;0,00189;0,02632;0,00568;0;0,00568;0,00189;1;193
712;0,0598;0;0;1;0,0313;0,00281;0;0,04073;22,25;0,5253;19600;0,1897;0,0688;-103,125;0,35393;0;0;0;0;0;0,0014;1;194
996;0,0246;0;0;2;0,0233;0,00602;0;0,02711;23,163;0,5271;8900;0,0267;0,012;-0,72093;0,30622;0,001;0,0119;0,00301;0,00301;0;0,001;0;196
218;0,0407;0;0;0;0,4;0,06881;0;0,04128;21. Aug;0,7156;0;0,0495;0,0092;-0,8;0,23853;0;0;0,01835;0,00917;0,00917;0,01835;0;198
